gene_id	median_tl_by_palseq	tag_count
chr18-161	61	35
chr18-313	39	15
chr18-22	74	201
chr18-392	19	11
chr18-24	112.5	192
chr18-237	37.5	22
chr18-350	39	13
chr18-107	27.5	58
chr18-238	31.5	22
chr18-173	46.5	32
chr18-126	48	45
chr18-239	117	22
chr18-128	32	44
chr18-297	34.5	16
chr18-334	46	14
chr18-351	53	13
chr18-393	77	11
chr18-430	34	10
chr18-206	25.5	28
chr18-275	28.5	10
chr18-94	38.5	68
chr18-431	52	10
chr18-91	83	71
chr18-432	36	10
chr18-41	38	121
chr18-104	38	62
chr18-174	48	32
chr18-394	21	11
chr18-395	45	11
chr18-283	23	17
chr18-11	33	256
chr18-32	32	150
chr18-396	28	11
chr18-298	45.5	16
chr18-240	30	22
chr18-92	21	69
chr18-207	22	27
chr18-373	16	14
chr18-114	33	52
chr18-258	34.5	20
chr18-335	39.5	14
chr18-124	44.5	46
chr18-187	31	29
chr18-188	62	29
chr18-284	46	17
chr18-214	34	28
chr18-241	35.5	22
chr18-120	34	28
chr18-5	27	445
chr18-156	20.5	36
chr18-157	25.5	36
chr18-138	14	41
chr18-150	37.5	38
chr18-76	33	79
chr18-433	36.5	10
chr18-175	52	32
chr18-397	31	11
chr18-230	42	23
chr18-299	71	16
chr18-398	37	11
chr18-18	26	226
chr18-374	41	12
chr18-35	44	137
chr18-434	37	10
chr18-399	53	11
chr18-7	28	346
chr18-14	59	249
chr18-3	32	832
chr18-52	36	97
chr18-39	40	125
chr18-176	18	31
chr18-375	43.5	12
chr18-112	138	53
chr18-223	73.5	24
chr18-141	36	40
chr18-435	17	10
chr18-285	71	17
chr18-119	40.5	48
chr18-314	27	15
chr18-215	37.5	26
chr18-19	29	227
chr18-300	59.5	16
chr18-231	36	23
chr18-301	38.5	16
chr18-302	64	16
chr18-134	36	38
chr18-303	69	16
chr18-436	27	10
chr18-36	38	135
chr18-304	40	16
chr18-99	96	63
chr18-20	15	214
chr18-95	36	66
chr18-400	35	11
chr18-89	48	71
chr18-337	67	14
chr18-169	29	33
chr18-208	21	27
chr18-315	44	15
chr18-247	20	21
chr18-80	38	77
chr18-216	31.5	26
chr18-276	33	18
chr18-108	30.5	58
chr18-77	39.5	80
chr18-151	36	38
chr18-135	54	42
chr18-401	69	11
chr18-147	15	39
chr18-316	32	15
chr18-376	43	12
chr18-139	58	41
chr18-111	61	55
chr18-177	30	45
chr18-352	39	13
chr18-182	56.5	30
chr18-402	32	11
chr18-305	40	16
chr18-259	42.5	20
chr18-353	47	13
chr18-96	41	65
chr18-42	31	121
chr18-286	38	17
chr18-170	32	33
chr18-287	37	17
chr18-437	61.5	10
chr18-98	31	64
chr18-162	30	35
chr18-306	42	16
chr18-189	33	29
chr18-183	54.5	30
chr18-125	37	44
chr18-100	38	63
chr18-105	97	61
chr18-288	51	17
chr18-142	30	40
chr18-50	46	111
chr18-439	38.5	10
chr18-338	19	14
chr18-101	30	63
chr18-40	35	125
chr18-109	31	80
chr18-158	30.5	36
chr18-277	37	18
chr18-163	12	35
chr18-224	31	24
chr18-278	16	18
chr18-74	55.5	80
chr18-440	43.5	10
chr18-10	41	254
chr18-196	61.5	28
chr18-441	15	10
chr18-242	36.5	22
chr18-248	58	21
chr18-78	27	79
chr18-377	40	18
chr18-442	26	10
chr18-443	36	10
chr18-154	35	37
chr18-190	26	29
chr18-260	20	20
chr18-62	75	91
chr18-152	39.5	38
chr18-289	27	17
chr18-243	31	22
chr18-339	25.5	14
chr18-48	77	113
chr18-165	19	34
chr18-225	63	24
chr18-290	19.5	18
chr18-267	158	19
chr18-143	50.5	40
chr18-446	43.5	10
chr18-355	29	13
chr18-209	30	27
chr18-291	20	24
chr18-307	37	16
chr18-447	178.5	10
chr18-449	37.5	10
chr18-226	28.5	24
chr18-232	34	23
chr18-129	64.5	44
chr18-110	44	57
chr18-378	86	12
chr18-210	33	27
chr18-249	19	22
chr18-171	30	33
chr18-4	20	543
chr18-31	35	155
chr18-127	49	45
chr18-43	125	121
chr18-82	36	76
chr18-140	33	41
chr18-220	19	25
chr18-405	33	11
chr18-221	23	25
chr18-164	39.5	36
chr18-30	36	158
chr18-197	27.5	28
chr18-93	21	65
chr18-406	74	11
chr18-198	47.5	28
chr18-227	21	24
chr18-356	39	13
chr18-184	33	30
chr18-23	30	195
chr18-233	155	23
chr18-130	61	44
chr18-317	54	15
chr18-292	35	17
chr18-357	59	13
chr18-90	63	70
chr18-67	42	85
chr18-407	39	11
chr18-191	45	29
chr18-408	42	11
chr18-117	26	50
chr18-34	24	141
chr18-234	45	23
chr18-178	18	33
chr18-8	35	308
chr18-235	29	23
chr18-44	29	121
chr18-222	62	25
chr18-340	33	21
chr18-409	34	11
chr18-268	25	19
chr18-358	31	13
chr18-341	19	14
chr18-359	23	13
chr18-380	21.5	12
chr18-244	64	22
chr18-360	86	13
chr18-410	45	11
chr18-381	37.5	12
chr18-279	40	18
chr18-131	16	44
chr18-361	40	13
chr18-25	40	182
chr18-12	53	255
chr18-116	30	51
chr18-362	30	14
chr18-250	29	26
chr18-228	32	24
chr18-159	60	37
chr18-132	36.5	44
chr18-179	58.5	32
chr18-452	34.5	10
chr18-217	28	26
chr18-411	26	11
chr18-453	37	10
chr18-251	48	21
chr18-49	30	112
chr18-454	21	10
chr18-72	49	81
chr18-102	58	62
chr18-455	36	10
chr18-54	39	102
chr18-29	26	161
chr18-218	18	24
chr18-308	15.5	16
chr18-280	14	18
chr18-412	59	11
chr18-53	59	105
chr18-413	15	11
chr18-456	73.5	10
chr18-363	69	13
chr18-318	61	15
chr18-293	49	17
chr18-414	43	11
chr18-457	55.5	10
chr18-458	59	10
chr18-382	76	12
chr18-118	38	50
chr18-261	37	20
chr18-144	29	41
chr18-319	29	15
chr18-68	35	85
chr18-145	27.5	40
chr18-459	50	10
chr18-59	19	94
chr18-192	45	29
chr18-320	82	15
chr18-460	28.5	16
chr18-81	39	77
chr18-38	50.5	128
chr18-321	16	15
chr18-269	35	19
chr18-309	33	16
chr18-236	38	23
chr18-364	32	13
chr18-310	65.5	16
chr18-365	35	13
chr18-148	54	39
chr18-461	35.5	10
chr18-415	62	11
chr18-55	37.5	100
chr18-270	32	19
chr18-383	29	12
chr18-167	23	34
chr18-245	43.5	22
chr18-504	64	10
chr18-115	39	52
chr18-366	29	15
chr18-342	32.5	14
chr18-462	91.5	10
chr18-211	52.5	28
chr18-87	32	77
chr18-60	35.5	94
chr18-106	29	59
chr18-464	24.5	10
chr18-63	44	89
chr18-311	28.5	16
chr18-463	41.5	10
chr18-262	22.5	20
chr18-322	42	15
chr18-417	35	11
chr18-64	34	89
chr18-323	35	15
chr18-86	31.5	74
chr18-199	51	28
chr18-37	17	135
chr18-136	44	42
chr18-26	34	174
chr18-324	42	15
chr18-193	62	29
chr18-367	19	13
chr18-65	42	89
chr18-466	89.5	10
chr18-384	28	13
chr18-168	23	34
chr18-61	60.5	100
chr18-263	50	20
chr18-70	30	83
chr18-385	33	12
chr18-467	21	10
chr18-386	65	12
chr18-325	15	15
chr18-185	38	30
chr18-468	33	10
chr18-343	32.5	14
chr18-45	59	121
chr18-200	46.5	30
chr18-194	30	29
chr18-146	38	40
chr18-252	16	19
chr18-271	36	19
chr18-33	34	143
chr18-195	54	29
chr18-83	60	76
chr18-253	35	21
chr18-419	60	11
chr18-180	44	31
chr18-418	37	11
chr18-201	34.5	28
chr18-281	34.5	18
chr18-254	57	21
chr18-69	35	85
chr18-212	51	27
chr18-202	30	28
chr18-420	17	11
chr18-58	28	95
chr18-137	18	42
chr18-294	19	17
chr18-469	42.5	10
chr18-387	32	12
chr18-28	35	171
chr18-326	40	11
chr18-229	41.5	24
chr18-345	45.5	14
chr18-103	35	62
chr18-421	60	11
chr18-327	50	15
chr18-346	39.5	14
chr18-66	42.5	86
chr18-388	26	12
chr18-368	20	13
chr18-295	64	17
chr18-369	161	13
chr18-149	23	39
chr18-422	45	11
chr18-2	18	2158
chr18-27	47	172
chr18-46	38	119
chr18-347	19.5	14
chr18-246	66.5	22
chr18-424	84	11
chr18-160	49.5	36
chr18-470	18	10
chr18-73	26	81
chr18-153	56.5	38
chr18-255	56	21
chr18-425	52	11
chr18-328	136	15
chr18-121	16	47
chr18-47	28	115
chr18-370	24	13
chr18-84	26	76
chr18-203	26	30
chr18-213	33	27
chr18-272	70	19
chr18-426	21	11
chr18-15	23	235
chr18-204	53.5	28
chr18-471	46	10
chr18-329	41	15
chr18-264	44	20
chr18-181	38	31
chr18-427	27	15
chr18-122	26.5	44
chr18-256	20.5	12
chr18-312	32.5	16
chr18-21	29	207
chr18-273	42	19
chr18-133	45	43
chr18-88	34.5	72
chr18-155	35	37
chr18-296	23	18
chr18-85	43.5	74
chr18-79	12	73
chr18-274	17	19
chr18-348	52	14
chr18-113	51.5	56
chr19-926	51.5	12
chr19-292	33.5	86
chr19-260	38	100
chr19-344	32	73
chr19-337	45	75
chr19-686	32	23
chr19-227	45	120
chr19-787	17.5	16
chr19-136	147	179
chr19-756	42	19
chr19-262	22	99
chr19-319	44	78
chr19-964	35	11
chr19-216	19	121
chr19-231	25	120
chr19-198	33	133
chr19-817	70	16
chr19-965	15	11
chr19-720	37	21
chr19-19	32	848
chr19-126	36	187
chr19-190	28.5	138
chr19-1019	43.5	12
chr19-25	39	612
chr19-90	34	235
chr19-547	49	35
chr19-236	28	115
chr19-563	36.5	34
chr19-609	198	30
chr19-362	42	66
chr19-61	54	326
chr19-53	34	358
chr19-204	18	131
chr19-966	40	11
chr19-288	43	88
chr19-866	39.5	14
chr19-460	18	48
chr19-169	26	153
chr19-867	37.5	14
chr19-673	42.5	24
chr19-584	33	32
chr19-736	20.5	20
chr19-927	15	12
chr19-283	17	89
chr19-597	46	31
chr19-446	67	49
chr19-255	35	103
chr19-232	33	118
chr19-280	25	90
chr19-110	33	207
chr19-75	20	279
chr19-179	48	145
chr19-967	18	11
chr19-968	24	11
chr19-757	26	19
chr19-217	27	124
chr19-294	46	85
chr19-51	37	365
chr19-468	34	45
chr19-548	89	35
chr19-636	44.5	26
chr19-248	17	108
chr19-395	41.5	60
chr19-398	53	59
chr19-704	49	23
chr19-92	27	234
chr19-263	44	98
chr19-647	60	26
chr19-338	138	75
chr19-737	52.5	20
chr19-598	27	31
chr19-889	33	13
chr19-158	22	159
chr19-272	40	96
chr19-1020	40	10
chr19-447	115	49
chr19-101	24	221
chr19-138	33	183
chr19-431	31	51
chr19-721	23	21
chr19-432	33	51
chr19-549	32.5	36
chr19-314	21	79
chr19-330	25.5	76
chr19-1021	42	10
chr19-211	25	129
chr19-143	14	173
chr19-1022	68	10
chr19-1023	45.5	10
chr19-148	32	169
chr19-93	45	227
chr19-34	86	496
chr19-890	66	13
chr19-79	43	267
chr19-722	25	21
chr19-738	4.5	20
chr19-969	14	11
chr19-66	32	306
chr19-891	28	13
chr19-928	178.5	12
chr19-1024	18	10
chr19-539	34	36
chr19-610	38	30
chr19-1083	26.5	16
chr19-674	51.5	24
chr19-892	38	15
chr19-150	20.5	168
chr19-84	18	252
chr19-442	139.5	50
chr19-298	56.5	84
chr19-270	28	96
chr19-139	18	176
chr19-893	26	13
chr19-351	31.5	70
chr19-249	29	109
chr19-970	69	11
chr19-62	18	324
chr19-58	24	344
chr19-17	60	918
chr19-293	3	90
chr19-145	40.5	172
chr19-320	61	78
chr19-403	58	57
chr19-381	40	63
chr19-487	22	72
chr19-1	33	8297
chr19-499	22	40
chr19-818	34.5	16
chr19-67	34	299
chr19-59	36	337
chr19-116	62	204
chr19-788	38	17
chr19-129	31	184
chr19-479	32	43
chr19-102	16	220
chr19-76	31	279
chr19-840	33.5	18
chr19-363	33.5	68
chr19-972	189	11
chr19-550	24	35
chr19-819	28	16
chr19-345	41	73
chr19-820	32	29
chr19-488	67	42
chr19-611	26.5	30
chr19-7	41	1738
chr19-370	37.5	66
chr19-841	42	15
chr19-705	47.5	22
chr19-637	63	35
chr19-687	29	37
chr19-284	38	89
chr19-1025	35	13
chr19-315	54	79
chr19-27	93.5	576
chr19-448	58	49
chr19-758	92.5	20
chr19-624	68	29
chr19-1026	47.5	10
chr19-463	17	46
chr19-929	58.5	12
chr19-451	35	33
chr19-930	32	12
chr19-773	21	18
chr19-233	41	117
chr19-527	37	37
chr19-346	36	73
chr19-449	22	47
chr19-625	26	29
chr19-500	47.5	40
chr19-973	33	11
chr19-165	51	155
chr19-159	24	159
chr19-239	32	112
chr19-209	24	128
chr19-501	28	41
chr19-170	35.5	152
chr19-108	31	209
chr19-180	14	145
chr19-551	62	35
chr19-564	19	34
chr19-662	17	25
chr19-1027	18.5	10
chr19-502	32	40
chr19-505	36	39
chr19-789	40	17
chr19-931	20	12
chr19-308	26.5	82
chr19-974	54	11
chr19-382	40	63
chr19-128	59	186
chr19-706	250.5	22
chr19-552	87	35
chr19-506	23	39
chr19-225	45	121
chr19-134	38	182
chr19-205	29	130
chr19-199	36	133
chr19-30	33	558
chr19-565	33	35
chr19-115	46	200
chr19-426	33.5	52
chr19-206	28	130
chr19-932	22	11
chr19-648	179	26
chr19-132	26	182
chr19-1029	45.5	10
chr19-759	13	19
chr19-723	34	21
chr19-469	53	45
chr19-200	24	133
chr19-1030	27	10
chr19-251	34	106
chr19-649	31.5	26
chr19-821	27	16
chr19-790	45	17
chr19-240	41.5	112
chr19-707	26.5	22
chr19-517	40.5	38
chr19-331	35	76
chr19-650	29.5	26
chr19-566	57.5	34
chr19-933	21	12
chr19-495	35	41
chr19-651	35.5	26
chr19-822	35	16
chr19-553	49	35
chr19-934	28	12
chr19-575	29	33
chr19-868	36	14
chr19-489	31.5	42
chr19-490	228.5	42
chr19-142	98	174
chr19-277	46	91
chr19-507	39	39
chr19-975	14	11
chr19-112	29	203
chr19-2	32	6120
chr19-895	44	13
chr19-37	31	433
chr19-461	44	54
chr19-195	64	134
chr19-869	53.5	14
chr19-332	40	76
chr19-221	22	123
chr19-470	23	51
chr19-508	60.5	38
chr19-352	42.5	70
chr19-760	24	19
chr19-443	38	51
chr19-321	37	78
chr19-739	19	20
chr19-528	26	31
chr19-28	36	559
chr19-896	51	15
chr19-186	28	145
chr19-234	33	116
chr19-585	32	33
chr19-416	28.5	54
chr19-389	20	61
chr19-586	44.5	32
chr19-350	32	71
chr19-675	95	24
chr19-897	69	13
chr19-761	47	20
chr19-676	47	24
chr19-762	32	19
chr19-476	40.5	44
chr19-196	29.5	134
chr19-842	59	15
chr19-471	23	45
chr19-418	49	53
chr19-935	0	12
chr19-740	24.5	20
chr19-724	35	21
chr19-491	51.5	42
chr19-339	69	75
chr19-688	35	23
chr19-936	18.5	12
chr19-663	57	17
chr19-638	137	27
chr19-464	85	46
chr19-322	16	76
chr19-823	31	16
chr19-257	35	101
chr19-177	41	147
chr19-377	83	63
chr19-47	38	379
chr19-792	26	17
chr19-898	31	13
chr19-427	36	54
chr19-518	33.5	38
chr19-378	29	64
chr19-356	27	70
chr19-309	22	82
chr19-870	31	14
chr19-843	32	15
chr19-222	26	122
chr19-289	43	106
chr19-871	82.5	12
chr19-153	37	167
chr19-677	39	24
chr19-258	39	109
chr19-763	24	19
chr19-664	19	25
chr19-35	30	475
chr19-192	30	135
chr19-689	37	23
chr19-793	64	17
chr19-612	74	30
chr19-133	49	182
chr19-1031	135	10
chr19-872	27.5	14
chr19-824	29	17
chr19-364	35	68
chr19-367	50	67
chr19-140	85	175
chr19-741	57	20
chr19-652	161	26
chr19-452	51.5	48
chr19-419	44	53
chr19-529	36	37
chr19-708	24.5	22
chr19-1032	43	10
chr19-873	68.5	20
chr19-1269	12	12
chr19-98	22	226
chr19-130	170	183
chr19-333	28	76
chr19-567	36	34
chr19-100	52	224
chr19-653	30	26
chr19-540	32	36
chr19-709	29	19
chr19-214	34	125
chr19-254	23	105
chr19-6	24	1741
chr19-678	19	24
chr19-168	25	154
chr19-122	44	191
chr19-340	21.5	76
chr19-433	35	51
chr19-428	35.5	52
chr19-77	39	277
chr19-299	61	84
chr19-472	104	45
chr19-89	38	238
chr19-175	51	149
chr19-43	3	409
chr19-404	37	57
chr19-252	46	99
chr19-725	62	21
chr19-665	49	25
chr19-229	34	120
chr19-117	35	199
chr19-55	45	350
chr19-726	30	26
chr19-13	36	1091
chr19-203	36	137
chr19-541	47	36
chr19-114	171	201
chr19-492	0.5	36
chr19-794	220	17
chr19-144	21	173
chr19-844	31	15
chr19-626	53	29
chr19-937	42.5	12
chr19-845	42	19
chr19-250	29	108
chr19-555	43	35
chr19-295	29	85
chr19-462	46	47
chr19-613	62	30
chr19-1033	34	10
chr19-764	32	21
chr19-413	143	55
chr19-166	67	149
chr19-24	18	621
chr19-727	22	21
chr19-45	17	387
chr19-379	44	64
chr19-765	43	19
chr19-576	50	35
chr19-97	38	233
chr19-976	26	11
chr19-690	17	23
chr19-691	28	23
chr19-1034	60	10
chr19-774	37	18
chr19-692	90	23
chr19-265	61	97
chr19-22	34	782
chr19-846	39	15
chr19-627	24	26
chr19-693	42	23
chr19-465	54	46
chr19-420	59	53
chr19-373	57	65
chr19-311	28	81
chr19-189	36	139
chr19-795	37	17
chr19-766	56	19
chr19-694	70	23
chr19-847	24	15
chr19-796	43	17
chr19-26	50	601
chr19-207	32.5	130
chr19-767	27.5	22
chr19-848	46	15
chr19-230	33	121
chr19-1035	22.5	10
chr19-1036	36.5	10
chr19-768	37	19
chr19-666	32	25
chr19-357	18	69
chr19-414	50	55
chr19-32	31	509
chr19-396	84	60
chr19-390	17	62
chr19-849	14	15
chr19-310	77	82
chr19-710	97	22
chr19-358	28	69
chr19-977	24	11
chr19-874	43.5	14
chr19-938	47.5	12
chr19-775	49.5	18
chr19-769	24	28
chr19-711	34	22
chr19-193	39	135
chr19-530	166	37
chr19-241	26	112
chr19-187	37	152
chr19-599	38	31
chr19-742	44.5	20
chr19-429	21	52
chr19-167	41	152
chr19-568	32	34
chr19-64	103	321
chr19-197	26	134
chr19-1037	23	10
chr19-654	53	26
chr19-365	60	68
chr19-118	34	195
chr19-334	47	79
chr19-296	16	86
chr19-397	56.5	60
chr19-509	64	39
chr19-135	35	180
chr19-368	30	67
chr19-797	23	17
chr19-493	27	42
chr19-271	40	95
chr19-743	30.5	20
chr19-667	45	25
chr19-978	33	11
chr19-341	20	74
chr19-510	31	39
chr19-323	23.5	78
chr19-850	19	15
chr19-453	35.5	48
chr19-939	22	12
chr19-312	23	80
chr19-577	38	33
chr19-569	24	34
chr19-366	29	68
chr19-639	29	27
chr19-264	36.5	98
chr19-728	33	21
chr19-979	31	11
chr19-776	31.5	18
chr19-407	14.5	56
chr19-668	29	25
chr19-1038	34	10
chr19-777	44.5	18
chr19-1039	43	10
chr19-434	19	50
chr19-980	38	11
chr19-798	74	17
chr19-851	29	15
chr19-1040	30.5	10
chr19-875	17	14
chr19-587	64.5	32
chr19-14	33	972
chr19-825	27	16
chr19-940	53.5	12
chr19-359	63.5	70
chr19-141	28	177
chr19-695	127	22
chr19-799	39	17
chr19-81	27	260
chr19-369	31	67
chr19-729	16	21
chr19-899	27	13
chr19-391	20	61
chr19-4	65	4445
chr19-335	47	76
chr19-600	54	31
chr19-1041	30	10
chr19-494	105	42
chr19-778	34	18
chr19-300	46.5	84
chr19-981	17	11
chr19-779	35.5	18
chr19-371	23	69
chr19-519	52	38
chr19-520	20	38
chr19-182	35.5	144
chr19-119	48	192
chr19-601	44	31
chr19-800	30	17
chr19-521	30	38
chr19-39	47	432
chr19-542	75.5	36
chr19-316	31	79
chr19-531	45	37
chr19-496	41	51
chr19-941	27	12
chr19-900	23	13
chr19-655	60.5	26
chr19-444	39	30
chr19-852	43	15
chr19-901	56	13
chr19-1042	34	10
chr19-630	26	28
chr19-902	38	13
chr19-242	42.5	112
chr19-614	88.5	30
chr19-73	42	289
chr19-285	58	90
chr19-435	97	51
chr19-88	49	246
chr19-291	38	87
chr19-1043	26.5	10
chr19-656	43.5	26
chr19-65	57	306
chr19-281	214.5	90
chr19-104	59	216
chr19-1044	39	10
chr19-570	186	34
chr19-210	30	127
chr19-628	45	29
chr19-657	27.5	26
chr19-578	27	33
chr19-273	51	94
chr19-402	36	58
chr19-103	48	219
chr19-380	112	64
chr19-826	43	16
chr19-1045	11	10
chr19-903	21	13
chr19-275	33	93
chr19-827	74.5	16
chr19-801	20	17
chr19-173	22	150
chr19-904	34	13
chr19-640	46	27
chr19-571	26	34
chr19-744	38.5	20
chr19-982	22	11
chr19-658	41.5	26
chr19-983	31	11
chr19-712	34	22
chr19-532	26	37
chr19-1046	24.5	10
chr19-669	26	25
chr19-328	42	77
chr19-421	62	53
chr19-713	26.5	22
chr19-942	21	12
chr19-631	35	30
chr19-1047	36.5	10
chr19-641	45	27
chr19-1048	18.5	10
chr19-1049	19	10
chr19-943	28.5	12
chr19-218	32.5	124
chr19-615	45	31
chr19-905	50	13
chr19-579	33	33
chr19-696	49	23
chr19-127	33	187
chr19-629	38	29
chr19-802	20	15
chr19-178	28	146
chr19-15	47	967
chr19-480	39	43
chr19-454	37.5	48
chr19-533	54	37
chr19-473	38	45
chr19-984	69	11
chr19-1050	29.5	10
chr19-324	161	78
chr19-399	80	59
chr19-497	0	47
chr19-342	27	75
chr19-543	43	40
chr19-906	40	13
chr19-985	39.5	14
chr19-876	47.5	16
chr19-714	43	22
chr19-301	45.5	84
chr19-408	30	56
chr19-544	43.5	36
chr19-602	25	31
chr19-220	25	123
chr19-48	40	372
chr19-603	33	34
chr19-120	28	192
chr19-266	21	97
chr19-679	28	24
chr19-68	40	299
chr19-455	28.5	48
chr19-176	16	148
chr19-23	34	653
chr19-184	27	143
chr19-436	34	51
chr19-1107	22.5	10
chr19-181	47	147
chr19-632	43	28
chr19-313	44.5	80
chr19-348	22.5	72
chr19-96	48	229
chr19-986	33	11
chr19-12	39	1155
chr19-437	43	51
chr19-212	103.5	126
chr19-987	16	11
chr19-185	25	142
chr19-244	48	110
chr19-588	38	32
chr19-589	19	32
chr19-10	34	1406
chr19-1052	17.5	10
chr19-988	24	11
chr19-405	34	57
chr19-877	69.5	14
chr19-226	40	121
chr19-245	55	111
chr19-329	44.5	80
chr19-697	6	23
chr19-534	23	37
chr19-353	34	77
chr19-944	30.5	12
chr19-237	34	114
chr19-438	27	51
chr19-511	39	46
chr19-409	42.5	56
chr19-374	87	65
chr19-803	37	17
chr19-616	44.5	30
chr19-512	51	39
chr19-466	32	46
chr19-54	74	357
chr19-989	32	11
chr19-556	102	35
chr19-50	30	367
chr19-63	24	323
chr19-305	32	83
chr19-590	31	32
chr19-201	38	133
chr19-680	62	24
chr19-481	61	43
chr19-804	31	17
chr19-907	26	13
chr19-745	38	21
chr19-878	40.5	14
chr19-990	47	11
chr19-698	35	23
chr19-456	76	48
chr19-267	78	97
chr19-617	23	30
chr19-945	38	12
chr19-991	62	11
chr19-829	32.5	16
chr19-805	57	17
chr19-699	33	23
chr19-746	33.5	20
chr19-42	29	420
chr19-11	30	1246
chr19-33	30	505
chr19-642	21	27
chr19-908	41	13
chr19-1112	29.5	12
chr19-1053	21.5	10
chr19-770	57	19
chr19-747	26	20
chr19-730	35	21
chr19-879	20	14
chr19-591	17.5	32
chr19-831	16	16
chr19-992	30	11
chr19-71	32	295
chr19-383	35	63
chr19-290	30	88
chr19-306	42	83
chr19-439	21	51
chr19-1054	73	10
chr19-246	49	111
chr19-325	22	78
chr19-482	173	43
chr19-1055	66.5	10
chr19-302	50	84
chr19-268	49	97
chr19-633	24	28
chr19-354	28	70
chr19-535	39	37
chr19-174	51	150
chr19-82	43	259
chr19-853	40	15
chr19-659	39	26
chr19-422	50	53
chr19-806	21	17
chr19-423	54	73
chr19-278	27	91
chr19-1056	18.5	10
chr19-483	49	43
chr19-643	15	27
chr19-410	74.5	56
chr19-947	29	12
chr19-780	19	18
chr19-660	69	26
chr19-69	28	299
chr19-385	48.5	62
chr19-880	50.5	14
chr19-700	34	23
chr19-1057	36	10
chr19-807	17	16
chr19-670	34	25
chr19-993	11	10
chr19-1058	60.5	10
chr19-604	39	31
chr19-392	84	61
chr19-605	131	31
chr19-457	99	48
chr19-38	32	432
chr19-994	33	11
chr19-572	83.5	34
chr19-21	34	761
chr19-343	149	74
chr19-557	49	35
chr19-995	82	11
chr19-411	64	56
chr19-618	26	31
chr19-223	72.5	122
chr19-996	122	11
chr19-188	29.5	142
chr19-256	30	102
chr19-355	55	70
chr19-113	27	203
chr19-1059	30	10
chr19-1120	64	10
chr19-484	46	41
chr19-808	28	19
chr19-854	31.5	16
chr19-393	45	61
chr19-948	45	12
chr19-151	29	167
chr19-78	57	270
chr19-279	59	91
chr19-152	36.5	166
chr19-107	37.5	210
chr19-997	28	11
chr19-809	47	17
chr19-522	69	38
chr19-619	79	30
chr19-949	32.5	12
chr19-832	27.5	16
chr19-406	30	76
chr19-31	31	520
chr19-681	74	24
chr19-163	33	159
chr19-910	21	13
chr19-80	86	261
chr19-855	30	15
chr19-1060	15	10
chr19-856	41	15
chr19-125	38	189
chr19-238	27	114
chr19-183	32.5	144
chr19-781	35.5	18
chr19-20	190	795
chr19-634	41	35
chr19-748	42.5	22
chr19-259	61	103
chr19-146	34	173
chr19-440	45	51
chr19-998	19	11
chr19-857	27	15
chr19-415	30	55
chr19-858	22	15
chr19-950	52.5	12
chr19-782	25	18
chr19-592	66	32
chr19-164	32.5	156
chr19-1221	41	11
chr19-593	26	32
chr19-999	70.5	12
chr19-360	58	69
chr19-46	34.5	382
chr19-40	76	432
chr19-951	28.5	12
chr19-99	41	225
chr19-859	40	15
chr19-243	47.5	112
chr19-1061	62	10
chr19-224	28.5	122
chr19-85	35	251
chr19-412	31.5	56
chr19-303	37	84
chr19-749	29	15
chr19-60	42.5	336
chr19-1127	43	11
chr19-952	32	12
chr19-44	54	404
chr19-545	38	36
chr19-731	33	20
chr19-513	57	39
chr19-74	41	285
chr19-580	44	33
chr19-911	61	13
chr19-386	39.5	62
chr19-441	43	51
chr19-477	33	44
chr19-503	32	40
chr19-105	16	217
chr19-156	40	163
chr19-536	36	37
chr19-1000	29	14
chr19-514	105	39
chr19-833	189.5	16
chr19-750	20.5	20
chr19-121	30	192
chr19-644	42	27
chr19-485	57	43
chr19-94	40	232
chr19-1062	17.5	10
chr19-1063	33	10
chr19-645	31	27
chr19-1001	23	11
chr19-783	30	18
chr19-751	30	20
chr19-171	66.5	152
chr19-515	34	39
chr19-523	30.5	38
chr19-810	29	17
chr19-953	38	12
chr19-1064	46	10
chr19-715	30	22
chr19-954	58	12
chr19-1065	40	10
chr19-606	40	31
chr19-912	28	13
chr19-913	30	13
chr19-882	36	14
chr19-573	21	34
chr19-671	28	25
chr19-1066	25.5	10
chr19-834	31	17
chr19-883	50	14
chr19-884	26	14
chr19-1002	32	11
chr19-157	35	162
chr19-1067	53.5	10
chr19-558	31	35
chr19-387	36.5	62
chr19-581	34	33
chr19-504	33.5	40
chr19-607	24	31
chr19-955	18	12
chr19-914	24	13
chr19-732	36	21
chr19-72	20.5	292
chr19-620	33	30
chr19-621	34	30
chr19-91	20	235
chr19-1003	38	11
chr19-326	31	78
chr19-486	35	43
chr19-835	35	16
chr19-646	34	27
chr19-208	93.5	130
chr19-1068	30	10
chr19-1004	33	11
chr19-1005	37	11
chr19-445	114	50
chr19-194	33	135
chr19-56	36	346
chr19-106	40	215
chr19-215	21	125
chr19-349	38	72
chr19-172	56	155
chr19-752	49	11
chr19-915	42	13
chr19-701	68	23
chr19-49	99	377
chr19-18	32	1021
chr19-8	75	1526
chr19-784	38.5	18
chr19-716	41.5	22
chr19-635	33	29
chr19-498	16	41
chr19-582	30	33
chr19-537	53.5	38
chr19-41	28	416
chr19-574	56	34
chr19-394	30	61
chr19-1006	56	11
chr19-123	44	191
chr19-137	62.5	178
chr19-458	62	48
chr19-682	46.5	24
chr19-559	50	33
